iter	Passed	Remaining
487	585	613
488	586	612
489	587	611
490	588	609
491	589	608
492	590	607
493	591	605
494	592	604
495	593	603
496	594	601
497	595	600
498	597	599
499	599	599
500	600	597
501	601	596
502	602	595
503	603	593
504	604	592
505	605	590
506	606	589
507	607	587
508	607	586
509	608	584
510	609	583
511	610	582
512	612	580
513	613	579
514	614	578
515	615	576
516	615	575
517	617	574
518	618	572
519	619	571
520	619	569
521	621	568
522	621	567
523	623	566
524	624	565
525	625	563
526	627	562
527	628	561
528	629	560
529	630	559
530	632	558
531	633	557
532	635	556
533	636	555
534	637	553
535	638	552
536	639	551
537	640	549
538	641	548
539	642	546
540	643	546
541	644	544
542	645	543
543	646	541
544	647	540
545	647	538
546	648	537
547	649	535
548	650	534
549	651	532
550	652	531
551	652	529
552	653	528
553	654	527
554	655	525
555	657	524
556	657	523
557	658	521
558	659	520
559	660	518
560	661	517
561	661	515
562	662	514
563	663	512
564	664	511
565	665	509
566	665	508
567	666	507
568	667	505
569	668	504
570	669	502
571	670	501
572	671	500
573	672	498
574	673	497
575	674	496
576	675	494
577	676	493
578	676	492
579	677	490
580	678	489
581	679	487
582	679	486
583	680	484
584	681	483
585	682	482
586	683	480
587	684	479
588	685	478
589	686	476
590	687	475
591	688	474
592	688	472
593	689	471
594	690	470
595	691	468
596	692	467
597	693	466
598	694	464
599	694	463
600	695	461
601	696	460
602	697	459
603	698	457
604	699	456
605	699	455
606	700	453
607	702	452
608	703	451
609	704	450
610	705	449
611	706	447
612	706	446
613	707	444
614	708	443
615	709	442
616	710	440
617	710	439
618	711	438
619	712	436
620	713	435
621	714	434
622	715	432
623	715	431
624	716	429
625	717	428
626	718	427
627	718	425
628	719	424
629	720	423
630	721	421
631	722	420
632	722	419
633	723	417
634	724	416
635	725	415
636	726	413
637	726	412
638	727	411
639	728	410
640	729	408
641	730	407
642	731	406
643	732	404
644	733	403
645	734	402
646	735	401
647	736	399
648	737	398
649	737	397
650	738	395
651	739	394
652	740	393
653	741	392
654	741	390
655	742	389
656	743	388
657	744	387
658	745	385
659	746	384
660	747	383
661	747	381
662	748	380
663	749	379
664	750	378
665	751	376
666	752	375
667	752	374
668	753	372
669	754	371
670	755	370
671	756	369
672	756	367
673	757	366
674	759	365
675	760	364
676	761	363
677	761	361
678	762	360
679	763	359
680	764	358
681	765	356
682	766	355
683	766	354
684	767	353
685	768	351
686	769	350
687	770	349
688	771	348
689	771	346
690	772	345
691	773	344
692	774	343
693	775	341
694	776	340
695	776	339
696	777	338
697	778	336
698	779	335
699	780	334
700	780	333
701	781	331
702	782	330
703	783	329
704	783	328
705	784	326
706	785	325
707	786	324
708	787	323
709	787	321
710	788	320
711	789	319
712	790	318
713	791	316
714	791	315
715	792	314
716	793	313
717	794	311
718	795	310
719	795	309
720	796	308
721	797	307
722	798	305
723	799	304
724	799	303
725	800	302
726	801	301
727	802	299
728	803	298
729	804	297
730	805	296
731	806	295
732	806	293
733	807	292
734	808	291
735	809	290
736	810	289
737	811	287
738	811	286
739	812	285
740	813	284
741	814	283
742	815	281
743	816	280
744	816	279
745	817	278
746	818	277
747	819	276
748	820	274
749	821	273
750	821	272
751	822	271
752	823	270
753	824	268
754	824	267
755	825	266
756	826	265
757	827	264
758	828	262
759	829	261
760	830	260
761	830	259
762	831	258
763	832	257
764	833	256
765	834	254
766	835	253
767	835	252
768	836	251
769	837	250
770	838	249
771	839	247
772	839	246
773	840	245
774	841	244
775	842	243
776	843	242
777	844	240
778	844	239
779	845	238
780	846	237
781	847	236
782	848	235
783	848	233
784	849	232
785	850	231
786	851	230
787	852	229
788	853	228
789	853	226
790	854	225
791	855	224
792	856	223
793	857	222
794	858	221
795	858	220
796	859	218
797	860	217
798	861	216
799	862	215
800	863	214
801	863	213
802	864	212
803	865	210
804	866	209
805	867	208
806	867	207
807	868	206
808	869	205
809	870	204
810	871	203
811	872	202
812	873	200
813	874	199
814	875	198
815	876	197
816	877	196
817	877	195
818	878	194
819	879	193
820	880	191
821	881	190
822	882	189
823	883	188
824	884	187
825	884	186
826	885	185
827	886	184
828	887	183
829	888	181
830	889	180
831	889	179
832	890	178
833	891	177
834	892	176
835	893	175
836	894	174
837	895	173
838	896	172
839	897	170
840	898	169
841	899	168
842	900	167
843	900	166
844	901	165
845	902	164
846	903	163
847	904	162
848	904	160
849	906	159
850	907	158
851	907	157
852	908	156
853	909	155
854	910	154
855	911	153
856	912	152
857	913	151
858	914	150
859	915	149
860	916	147
861	917	146
862	918	145
863	918	144
864	919	143
865	920	142
866	922	141
867	922	140
868	923	139
869	924	138
870	925	137
871	926	135
872	926	134
873	927	133
874	928	132
875	929	131
876	930	130
877	931	129
878	931	128
879	932	127
880	933	126
881	934	125
882	935	123
883	936	122
884	937	121
885	938	120
886	939	119
887	940	118
888	941	117
889	942	116
890	943	115
891	944	114
892	945	113
893	946	112
894	946	111
895	947	109
896	948	108
897	949	107
898	950	106
899	951	105
900	952	104
901	952	103
902	953	102
903	954	101
904	955	100
905	956	99
906	957	98
907	957	97
908	958	95
909	959	94
910	960	93
911	961	92
912	962	91
913	962	90
914	963	89
915	964	88
916	965	87
917	966	86
918	967	85
919	968	84
920	968	83
921	969	82
922	970	80
923	971	79
924	972	78
925	972	77
926	973	76
927	974	75
928	975	74
929	976	73
930	977	72
931	977	71
932	978	70
933	979	69
934	980	68
935	981	67
936	982	66
937	983	65
938	985	63
939	986	62
940	987	61
941	988	60
942	989	59
943	989	58
944	990	57
945	991	56
946	992	55
947	993	54
948	994	53
949	995	52
950	996	51
951	997	50
952	998	49
953	999	48
954	999	47
955	1000	46
956	1001	45
957	1002	43
958	1003	42
959	1004	41
960	1004	40
961	1005	39
962	1006	38
963	1007	37
964	1008	36
965	1009	35
966	1010	34
967	1011	33
968	1012	32
969	1013	31
970	1014	30
971	1015	29
972	1016	28
973	1017	27
974	1018	26
975	1018	25
976	1019	24
977	1020	22
978	1021	21
979	1022	20
980	1023	19
981	1024	18
982	1025	17
983	1025	16
984	1026	15
985	1027	14
986	1028	13
987	1029	12
988	1030	11
989	1030	10
990	1031	9
991	1032	8
992	1033	7
993	1034	6
994	1035	5
995	1035	4
996	1036	3
997	1037	2
998	1038	1
999	1039	0
